"","name","year","rank","sex"
"3829","Emirhan","2015","24","M"
"3830","Enes","2015","20","M"
"3831","Ensar","2015","56","M"
"3832","Erdem","2015","71","M"
"3833","Eren","2015","42","M"
"3834","Ertuğrul","2015","43","M"
"3835","Eymen","2015","2","M"
"3836","Eyüp","2015","90","M"
"3837","Fatih","2015","73","M"
"3838","Furkan","2015","25","M"
"3839","Halil","2015","74","M"
"3840","Halil ibrahim","2015","69","M"
"3841","Hamza","2015","14","M"
"3842","Harun","2015","83","M"
"3843","Hasan","2015","28","M"
"3844","Hüseyin","2015","23","M"
"3845","Kaan","2015","63","M"
"3846","Kadir","2015","80","M"
"3847","Kerem","2015","11","M"
"3848","Kuzey","2015","57","M"
"3849","Mahir","2015","92","M"
"3850","Mehmet","2015","9","M"
"3851","Mehmet akif","2015","65","M"
"3852","Mehmet ali","2015","44","M"
"3853","Mehmet emin","2015","58","M"
"3854","Mehmet emir","2015","84","M"
"3855","Mert","2015","29","M"
"3856","Mete","2015","96","M"
"3857","Metehan","2015","53","M"
"3858","Muhammed","2015","10","M"
"3859","Muhammed ali","2015","17","M"
"3860","Muhammed emin","2015","27","M"
"3861","Muhammed emir","2015","40","M"
"3862","Muhammed enes","2015","59","M"
"3863","Muhammed eymen","2015","77","M"
"3864","Muhammed mustafa","2015","60","M"
"3865","Muhammed talha","2015","99","M"
"3866","Muhammed yusuf","2015","68","M"
"3867","Muhammet","2015","97","M"
"3868","Muhammet ali","2015","87","M"
"3869","Murat","2015","64","M"
"3870","Musa","2015","81","M"
"3871","Mustafa","2015","3","M"
"3872","Miraç","2015","6","M"
"3873","Osman","2015","67","M"
"3874","Poyraz","2015","21","M"
"3875","Ramazan","2015","54","M"
"3876","Rüzgar","2015","31","M"
"3877","Salih","2015","61","M"
"3878","Samet","2015","94","M"
"3879","Selim","2015","51","M"
"3880","Süleyman","2015","76","M"
"3881","Talha","2015","39","M"
"3882","Toprak","2015","70","M"
"3883","Umut","2015","26","M"
"3884","Yakup","2015","52","M"
"3885","Yasin","2015","38","M"
"3886","Yavuz selim","2015","62","M"
"3887","Yağız","2015","46","M"
"3888","Yunus","2015","95","M"
"3889","Yunus emre","2015","18","M"
"3890","Yusuf","2015","1","M"
"3891","Yusuf ali","2015","93","M"
"3892","Yusuf eymen","2015","49","M"
"3893","Yiğit","2015","16","M"
"3894","Çınar","2015","15","M"
"3895","Ömer","2015","4","M"
"3896","Ömer asaf","2015","30","M"
"3897","Ömer faruk","2015","22","M"
"3898","İbrahim","2015","19","M"
"3899","İbrahim halil","2015","89","M"
"3900","İsmail","2015","33","M"
"3901","Aliye","1950","97","F"
"3902","Arife","1950","77","F"
"3903","Asiye","1950","24","F"
"3904","Aynur","1950","69","F"
"3905","Aysel","1950","31","F"
"3906","Ayten","1950","38","F"
"3907","Ayşe","1950","2","F"
"3908","Bedriye","1950","68","F"
"3909","Cemile","1950","12","F"
"3910","Cennet","1950","81","F"
"3911","Dudu","1950","54","F"
"3912","Döndü","1950","20","F"
"3913","Döne","1950","83","F"
"3914","Elmas","1950","61","F"
"3915","Elif","1950","16","F"
"3916","Elife","1950","95","F"
"3917","Emine","1950","3","F"
"3918","Esma","1950","76","F"
"3919","Fadime","1950","10","F"
"3920","Fatma","1950","1","F"
"3921","Feride","1950","52","F"
"3922","Fikriye","1950","48","F"
"3923","Gönül","1950","92","F"
"3924","Güler","1950","73","F"
"3925","Güllü","1950","35","F"
"3926","Gülseren","1950","96","F"
"3927","Gülsüm","1950","23","F"
"3928","Gülten","1950","60","F"
"3929","Gülüzar","1950","78","F"
"3930","Gülşen","1950","98","F"
"3931","Habibe","1950","85","F"
"3932","Hacer","1950","15","F"
"3933","Hafize","1950","62","F"
"3934","Halime","1950","25","F"
"3935","Hamide","1950","44","F"
"3936","Hanım","1950","32","F"
"3937","Hanife","1950","9","F"
"3938","Hatun","1950","84","F"
"3939","Hatice","1950","4","F"
"3940","Hava","1950","22","F"
"3941","Havva","1950","13","F"
"3942","Hayriye","1950","17","F"
"3943","Hediye","1950","64","F"
"3944","Huriye","1950","46","F"
"3945","Kadriye","1950","19","F"
"3946","Kamile","1950","94","F"
"3947","Kezban","1950","93","F"
"3948","Keziban","1950","33","F"
"3949","Kıymet","1950","91","F"
"3950","Leyla","1950","45","F"
"3951","Lütfiye","1950","86","F"
"3952","Makbule","1950","28","F"
"3953","Medine","1950","82","F"
"3954","Melahat","1950","50","F"
"3955","Melek","1950","43","F"
"3956","Meliha","1950","37","F"
"3957","Meryem","1950","8","F"
"3958","Münevver","1950","36","F"
"3959","Müzeyyen","1950","41","F"
"3960","Naciye","1950","21","F"
"3961","Nazmiye","1950","29","F"
"3962","Nazife","1950","59","F"
"3963","Naime","1950","99","F"
"3964","Nebahat","1950","79","F"
"3965","Necla","1950","65","F"
"3966","Nermin","1950","75","F"
"3967","Neriman","1950","72","F"
"3968","Nurten","1950","51","F"
"3969","Nuriye","1950","26","F"
"3970","Nimet","1950","87","F"
"3971","Pakize","1950","80","F"
"3972","Perihan","1950","39","F"
"3973","Rabia","1950","55","F"
"3974","Rahime","1950","47","F"
"3975","Raziye","1950","74","F"
"3976","Remziye","1950","49","F"
"3977","Rukiye","1950","63","F"
"3978","Saadet","1950","58","F"
"3979","Sabriye","1950","90","F"
"3980","Safiye","1950","34","F"
"3981","Saliha","1950","56","F"
"3982","Saniye","1950","30","F"
"3983","Satı","1950","71","F"
"3984","Sebahat","1950","67","F"
"3985","Seher","1950","70","F"
"3986","Semiha","1950","89","F"
"3987","Sevim","1950","11","F"
"3988","Sultan","1950","7","F"
"3989","Türkan","1950","40","F"
"3990","Yeter","1950","53","F"
"3991","Yüksel","1950","100","F"
"3992","Zahide","1950","66","F"
"3993","Zehra","1950","18","F"
"3994","Zekiye","1950","27","F"
"3995","Zeliha","1950","14","F"
"3996","Zeynep","1950","5","F"
"3997","Şaziye","1950","88","F"
"3998","Şerife","1950","6","F"
"3999","Şükran","1950","42","F"
"4000","Şükriye","1950","57","F"
"4001","Arife","1960","73","F"
"4002","Asiye","1960","26","F"
"4003","Ayfer","1960","91","F"
"4004","Aynur","1960","17","F"
"4005","Aysel","1960","8","F"
"4006","Ayten","1960","15","F"
"4007","Ayşe","1960","2","F"
"4008","Bedriye","1960","93","F"
"4009","Cemile","1960","18","F"
"4010","Cennet","1960","95","F"
"4011","Dudu","1960","87","F"
"4012","Döndü","1960","30","F"
"4013","Elmas","1960","82","F"
"4014","Elif","1960","24","F"
"4015","Emine","1960","3","F"
"4016","Esma","1960","94","F"
"4017","Fadime","1960","10","F"
"4018","Fatma","1960","1","F"
"4019","Feride","1960","84","F"
"4020","Fikriye","1960","79","F"
"4021","Gönül","1960","34","F"
"4022","Gülay","1960","70","F"
"4023","Güler","1960","31","F"
"4024","Güllü","1960","61","F"
"4025","Gülseren","1960","40","F"
"4026","Gülsüm","1960","43","F"
"4027","Gülten","1960","32","F"
"4028","Gülşen","1960","50","F"
"4029","Hacer","1960","19","F"
"4030","Halime","1960","48","F"
"4031","Hamide","1960","60","F"
"4032","Hanım","1960","49","F"
"4033","Hanife","1960","12","F"
"4034","Hatice","1960","4","F"
"4035","Hava","1960","33","F"
"4036","Havva","1960","13","F"
"4037","Hayriye","1960","25","F"
"4038","Hediye","1960","81","F"
"4039","Huriye","1960","65","F"
"4040","Hülya","1960","57","F"
"4041","Kadriye","1960","14","F"
"4042","Keziban","1960","37","F"
"4043","Kıymet","1960","89","F"
"4044","Leyla","1960","20","F"
"4045","Makbule","1960","54","F"
"4046","Medine","1960","98","F"
"4047","Melahat","1960","68","F"
"4048","Melek","1960","36","F"
"4049","Meliha","1960","52","F"
"4050","Meral","1960","74","F"
"4051","Meryem","1960","7","F"
"4052","Münevver","1960","58","F"
"4053","Müzeyyen","1960","56","F"
"4054","Naciye","1960","41","F"
"4055","Nazmiye","1960","59","F"
"4056","Nazife","1960","86","F"
"4057","Nebahat","1960","83","F"
"4058","Necla","1960","53","F"
"4059","Nermin","1960","44","F"
"4060","Neriman","1960","39","F"
"4061","Nevin","1960","69","F"
"4062","Nuran","1960","67","F"
"4063","Nuray","1960","62","F"
"4064","Nurten","1960","21","F"
"4065","Nuriye","1960","42","F"
"4066","Nimet","1960","92","F"
"4067","Perihan","1960","38","F"
"4068","Rabia","1960","97","F"
"4069","Rahime","1960","63","F"
"4070","Remziye","1960","46","F"
"4071","Rukiye","1960","85","F"
"4072","Saadet","1960","76","F"
"4073","Safiye","1960","55","F"
"4074","Saliha","1960","64","F"
"4075","Saniye","1960","35","F"
"4076","Sebahat","1960","71","F"
"4077","Seher","1960","72","F"
"4078","Selma","1960","27","F"
"4079","Semra","1960","66","F"
"4080","Semiha","1960","90","F"
"4081","Serpil","1960","75","F"
"4082","Sevgi","1960","28","F"
"4083","Sevim","1960","6","F"
"4084","Songül","1960","88","F"
"4085","Sultan","1960","9","F"
"4086","Tülay","1960","96","F"
"4087","Türkan","1960","29","F"
"4088","Yeter","1960","51","F"
"4089","Yıldız","1960","77","F"
"4090","Yüksel","1960","80","F"
"4091","Zahide","1960","100","F"
"4092","Zehra","1960","22","F"
"4093","Zekiye","1960","45","F"
"4094","Zeliha","1960","16","F"
"4095","Zeynep","1960","5","F"
"4096","Zübeyde","1960","78","F"
"4097","Şengül","1960","47","F"
"4098","Şerife","1960","11","F"
"4099","Şükran","1960","23","F"
"4100","Şükriye","1960","99","F"
"4101","Arzu","1970","63","F"
"4102","Arife","1970","96","F"
"4103","Asiye","1970","47","F"
"4104","Ayfer","1970","42","F"
"4105","Aynur","1970","7","F"
"4106","Aysel","1970","8","F"
"4107","Aysun","1970","99","F"
"4108","Ayten","1970","18","F"
"4109","Ayşe","1970","2","F"
"4110","Ayşegül","1970","86","F"
"4111","Birgül","1970","56","F"
"4112","Birsen","1970","95","F"
"4113","Canan","1970","84","F"
"4114","Cemile","1970","37","F"
"4115","Döndü","1970","52","F"
"4116","Dilek","1970","26","F"
"4117","Elif","1970","29","F"
"4118","Emine","1970","3","F"
"4119","Fadime","1970","12","F"
"4120","Fatma","1970","1","F"
"4121","Feride","1970","97","F"
"4122","Filiz","1970","13","F"
"4123","Gönül","1970","35","F"
"4124","Gülay","1970","24","F"
"4125","Gülcan","1970","58","F"
"4126","Güler","1970","45","F"
"4127","Güllü","1970","85","F"
"4128","Gülseren","1970","71","F"
"4129","Gülsüm","1970","62","F"
"4130","Gülten","1970","48","F"
"4131","Gülşen","1970","70","F"
"4132","Hacer","1970","14","F"
"4133","Halime","1970","50","F"
"4134","Hamide","1970","75","F"
"4135","Hanım","1970","82","F"
"4136","Hanife","1970","19","F"
"4137","Hatice","1970","4","F"
"4138","Hava","1970","59","F"
"4139","Havva","1970","21","F"
"4140","Hayriye","1970","54","F"
"4141","Huriye","1970","89","F"
"4142","Hülya","1970","5","F"
"4143","Kadriye","1970","31","F"
"4144","Keziban","1970","60","F"
"4145","Leyla","1970","11","F"
"4146","Medine","1970","94","F"
"4147","Melek","1970","38","F"
"4148","Meral","1970","49","F"
"4149","Meryem","1970","9","F"
"4150","Münevver","1970","92","F"
"4151","Naciye","1970","76","F"
"4152","Nazmiye","1970","88","F"
"4153","Necla","1970","55","F"
"4154","Nermin","1970","53","F"
"4155","Neriman","1970","68","F"
"4156","Nesrin","1970","77","F"
"4157","Nevin","1970","91","F"
"4158","Nuran","1970","34","F"
"4159","Nuray","1970","20","F"
"4160","Nurcan","1970","41","F"
"4161","Nurgül","1970","72","F"
"4162","Nurten","1970","30","F"
"4163","Nuriye","1970","66","F"
"4164","Nilgün","1970","80","F"
"4165","Perihan","1970","79","F"
"4166","Rahime","1970","100","F"
"4167","Remziye","1970","73","F"
"4168","Reyhan","1970","36","F"
"4169","Rukiye","1970","81","F"
"4170","Saadet","1970","83","F"
"4171","Safiye","1970","87","F"
"4172","Saliha","1970","74","F"
"4173","Saniye","1970","57","F"
"4174","Seher","1970","67","F"
"4175","Selma","1970","16","F"
"4176","Sema","1970","51","F"
"4177","Semra","1970","43","F"
"4178","Serap","1970","93","F"
"4179","Serpil","1970","28","F"
"4180","Sevda","1970","90","F"
"4181","Sevgi","1970","22","F"
"4182","Sevim","1970","10","F"
"4183","Songül","1970","15","F"
"4184","Sultan","1970","17","F"
"4185","Sibel","1970","98","F"
"4186","Tülay","1970","46","F"
"4187","Türkan","1970","25","F"
"4188","Yasemin","1970","27","F"
"4189","Yeter","1970","64","F"
"4190","Yıldız","1970","44","F"
"4191","Zehra","1970","39","F"
"4192","Zekiye","1970","78","F"
"4193","Zeliha","1970","32","F"
"4194","Zeynep","1970","6","F"
"4195","Zübeyde","1970","61","F"
"4196","Özlem","1970","69","F"
"4197","İlknur","1970","65","F"
"4198","Şengül","1970","40","F"
"4199","Şerife","1970","23","F"
"4200","Şükran","1970","33","F"
"4201","Arzu","1980","14","F"
"4202","Aslı","1980","48","F"
"4203","Asiye","1980","74","F"
"4204","Ayfer","1980","61","F"
"4205","Aynur","1980","22","F"
"4206","Aysel","1980","28","F"
"4207","Aysun","1980","56","F"
"4208","Ayten","1980","55","F"
"4209","Ayşe","1980","2","F"
"4210","Ayşegül","1980","31","F"
"4211","Burcu","1980","60","F"
"4212","Birgül","1980","84","F"
"4213","Canan","1980","49","F"
"4214","Cemile","1980","65","F"
"4215","Deniz","1980","72","F"
"4216","Derya","1980","16","F"
"4217","Döndü","1980","85","F"
"4218","Dilek","1980","8","F"
"4219","Ebru","1980","50","F"
"4220","Elif","1980","9","F"
"4221","Emel","1980","41","F"
"4222","Emine","1980","3","F"
"4223","Esma","1980","82","F"
"4224","Esra","1980","32","F"
"4225","Fadime","1980","34","F"
"4226","Fatma","1980","1","F"
"4227","Filiz","1980","11","F"
"4228","Gönül","1980","58","F"
"4229","Gülay","1980","40","F"
"4230","Gülcan","1980","44","F"
"4231","Güler","1980","83","F"
"4232","Gülsüm","1980","70","F"
"4233","Gülten","1980","78","F"
"4234","Gülşen","1980","69","F"
"4235","Hacer","1980","23","F"
"4236","Halime","1980","52","F"
"4237","Hanife","1980","45","F"
"4238","Hatice","1980","4","F"
"4239","Hava","1980","97","F"
"4240","Havva","1980","36","F"
"4241","Hayriye","1980","92","F"
"4242","Hülya","1980","15","F"
"4243","Kadriye","1980","59","F"
"4244","Keziban","1980","87","F"
"4245","Leyla","1980","20","F"
"4246","Medine","1980","86","F"
"4247","Mehtap","1980","68","F"
"4248","Melek","1980","29","F"
"4249","Meral","1980","37","F"
"4250","Meryem","1980","13","F"
"4251","Mine","1980","99","F"
"4252","Necla","1980","75","F"
"4253","Nermin","1980","96","F"
"4254","Neslihan","1980","38","F"
"4255","Neşe","1980","93","F"
"4256","Nuray","1980","30","F"
"4257","Nurcan","1980","17","F"
"4258","Nurgül","1980","76","F"
"4259","Nurten","1980","79","F"
"4260","Nihal","1980","77","F"
"4261","Nilüfer","1980","98","F"
"4262","Perihan","1980","90","F"
"4263","Pınar","1980","26","F"
"4264","Remziye","1980","88","F"
"4265","Reyhan","1980","95","F"
"4266","Rukiye","1980","64","F"
"4267","Saliha","1980","100","F"
"4268","Seher","1980","67","F"
"4269","Selda","1980","54","F"
"4270","Selma","1980","19","F"
"4271","Sema","1980","62","F"
"4272","Semra","1980","35","F"
"4273","Serap","1980","25","F"
"4274","Serpil","1980","27","F"
"4275","Sevda","1980","42","F"
"4276","Sevgi","1980","24","F"
"4277","Sevim","1980","46","F"
"4278","Songül","1980","12","F"
"4279","Sultan","1980","21","F"
"4280","Suna","1980","94","F"
"4281","Sibel","1980","7","F"
"4282","Tuğba","1980","73","F"
"4283","Tülay","1980","53","F"
"4284","Türkan","1980","66","F"
"4285","Yasemin","1980","10","F"
"4286","Yeliz","1980","39","F"
"4287","Yeter","1980","89","F"
"4288","Yıldız","1980","57","F"
"4289","Zehra","1980","33","F"
"4290","Zeliha","1980","47","F"
"4291","Zeynep","1980","5","F"
"4292","Zübeyde","1980","81","F"
"4293","Çiğdem","1980","18","F"
"4294","Özlem","1980","6","F"
"4295","Öznur","1980","91","F"
"4296","İlknur","1980","51","F"
"4297","Şenay","1980","80","F"
"4298","Şengül","1980","71","F"
"4299","Şerife","1980","43","F"
"4300","Şükran","1980","63","F"
"4301","Arzu","1981","16","F"
"4302","Aslı","1981","64","F"
"4303","Asiye","1981","73","F"
"4304","Ayfer","1981","65","F"
"4305","Aynur","1981","26","F"
"4306","Aysel","1981","33","F"
"4307","Aysun","1981","54","F"
"4308","Ayten","1981","57","F"
"4309","Ayşe","1981","2","F"
"4310","Ayşegül","1981","31","F"
"4311","Bahar","1981","96","F"
"4312","Burcu","1981","48","F"
"4313","Birgül","1981","78","F"
"4314","Canan","1981","43","F"
"4315","Cemile","1981","62","F"
"4316","Deniz","1981","74","F"
"4317","Derya","1981","13","F"
"4318","Döndü","1981","91","F"
"4319","Dilek","1981","8","F"
"4320","Ebru","1981","49","F"
"4321","Elif","1981","7","F"
"4322","Emel","1981","36","F"
"4323","Emine","1981","3","F"
"4324","Esma","1981","77","F"
"4325","Esra","1981","19","F"
"4326","Fadime","1981","35","F"
"4327","Fatma","1981","1","F"
"4328","Filiz","1981","11","F"
"4329","Gönül","1981","56","F"
"4330","Gülay","1981","40","F"
"4331","Gülcan","1981","46","F"
"4332","Güler","1981","84","F"
"4333","Gülhan","1981","100","F"
"4334","Gülsüm","1981","71","F"
"4335","Gülten","1981","75","F"
"4336","Gülşen","1981","72","F"
"4337","Hacer","1981","21","F"
"4338","Halime","1981","53","F"
"4339","Hanife","1981","44","F"
"4340","Hatice","1981","4","F"
"4341","Havva","1981","37","F"
"4342","Hayriye","1981","98","F"
"4343","Hülya","1981","15","F"
"4344","Kadriye","1981","63","F"
"4345","Keziban","1981","87","F"
"4346","Leyla","1981","18","F"
"4347","Medine","1981","82","F"
"4348","Mehtap","1981","69","F"
"4349","Melek","1981","27","F"
"4350","Meral","1981","39","F"
"4351","Meryem","1981","14","F"
"4352","Necla","1981","79","F"
"4353","Neslihan","1981","29","F"
"4354","Nesrin","1981","99","F"
"4355","Neşe","1981","88","F"
"4356","Nuray","1981","38","F"
"4357","Nurcan","1981","17","F"
"4358","Nurgül","1981","76","F"
"4359","Nurten","1981","80","F"
"4360","Nihal","1981","83","F"
"4361","Perihan","1981","92","F"
"4362","Pınar","1981","22","F"
"4363","Remziye","1981","89","F"
"4364","Reyhan","1981","94","F"
"4365","Rukiye","1981","59","F"
"4366","Seda","1981","93","F"
"4367","Seher","1981","67","F"
"4368","Selda","1981","58","F"
"4369","Selma","1981","20","F"
"4370","Sema","1981","55","F"
"4371","Semra","1981","34","F"
"4372","Serap","1981","32","F"
"4373","Serpil","1981","25","F"
"4374","Sevda","1981","41","F"
"4375","Sevgi","1981","30","F"
"4376","Sevil","1981","97","F"
"4377","Sevim","1981","47","F"
"4378","Songül","1981","10","F"
"4379","Sultan","1981","24","F"
"4380","Sibel","1981","12","F"
"4381","Tuba","1981","85","F"
"4382","Tuğba","1981","52","F"
"4383","Tülay","1981","61","F"
"4384","Türkan","1981","68","F"
"4385","Yasemin","1981","9","F"
"4386","Yeliz","1981","50","F"
"4387","Yeter","1981","90","F"
"4388","Yıldız","1981","60","F"
"4389","Zehra","1981","28","F"
"4390","Zeliha","1981","45","F"
"4391","Zeynep","1981","5","F"
"4392","Zübeyde","1981","70","F"
"4393","Çiğdem","1981","23","F"
"4394","Özlem","1981","6","F"
"4395","Öznur","1981","86","F"
"4396","İlknur","1981","51","F"
"4397","Şenay","1981","95","F"
"4398","Şengül","1981","81","F"
"4399","Şerife","1981","42","F"
"4400","Şükran","1981","66","F"
"4401","Arzu","1982","18","F"
"4402","Aslı","1982","57","F"
"4403","Asiye","1982","83","F"
"4404","Ayfer","1982","70","F"
"4405","Aynur","1982","31","F"
"4406","Aysel","1982","40","F"
"4407","Aysun","1982","56","F"
"4408","Ayten","1982","62","F"
"4409","Ayşe","1982","2","F"
"4410","Ayşegül","1982","33","F"
"4411","Bahar","1982","78","F"
"4412","Burcu","1982","37","F"
"4413","Birgül","1982","87","F"
"4414","Canan","1982","42","F"
"4415","Cemile","1982","67","F"
"4416","Deniz","1982","66","F"
"4417","Derya","1982","10","F"
"4418","Duygu","1982","73","F"
"4419","Dilek","1982","8","F"
"4420","Ebru","1982","44","F"
"4421","Elif","1982","7","F"
"4422","Emel","1982","36","F"
"4423","Emine","1982","3","F"
"4424","Esma","1982","74","F"
"4425","Esra","1982","17","F"
"4426","Fadime","1982","43","F"
"4427","Fatma","1982","1","F"
"4428","Filiz","1982","12","F"
"4429","Gönül","1982","65","F"
"4430","Gülay","1982","46","F"
"4431","Gülcan","1982","51","F"
"4432","Güler","1982","80","F"
"4433","Gülsüm","1982","72","F"
"4434","Gülten","1982","91","F"
"4435","Gülşah","1982","97","F"
"4436","Gülşen","1982","71","F"
"4437","Hacer","1982","22","F"
"4438","Halime","1982","55","F"
"4439","Hanife","1982","53","F"
"4440","Hatice","1982","4","F"
"4441","Havva","1982","35","F"
"4442","Hülya","1982","15","F"
"4443","Hilal","1982","93","F"
"4444","Kadriye","1982","58","F"
"4445","Keziban","1982","98","F"
"4446","Leyla","1982","21","F"
"4447","Medine","1982","86","F"
"4448","Mehtap","1982","61","F"
"4449","Melek","1982","27","F"
"4450","Meral","1982","41","F"
"4451","Meryem","1982","14","F"
"4452","Necla","1982","84","F"
"4453","Neslihan","1982","32","F"
"4454","Nesrin","1982","90","F"
"4455","Neşe","1982","85","F"
"4456","Nuray","1982","38","F"
"4457","Nurcan","1982","20","F"
"4458","Nurgül","1982","81","F"
"4459","Nurten","1982","82","F"
"4460","Nihal","1982","89","F"
"4461","Perihan","1982","96","F"
"4462","Pınar","1982","11","F"
"4463","Rabia","1982","92","F"
"4464","Remziye","1982","99","F"
"4465","Reyhan","1982","94","F"
"4466","Rukiye","1982","52","F"
"4467","Seda","1982","76","F"
"4468","Seher","1982","69","F"
"4469","Selda","1982","63","F"
"4470","Selma","1982","26","F"
"4471","Sema","1982","49","F"
"4472","Semra","1982","28","F"
"4473","Serap","1982","30","F"
"4474","Serpil","1982","29","F"
"4475","Sevda","1982","39","F"
"4476","Sevgi","1982","34","F"
"4477","Sevim","1982","54","F"
"4478","Songül","1982","13","F"
"4479","Sultan","1982","23","F"
"4480","Sibel","1982","16","F"
"4481","Sinem","1982","100","F"
"4482","Tuba","1982","68","F"
"4483","Tuğba","1982","24","F"
"4484","Tülay","1982","59","F"
"4485","Türkan","1982","75","F"
"4486","Yasemin","1982","9","F"
"4487","Yeliz","1982","50","F"
"4488","Yıldız","1982","64","F"
"4489","Zehra","1982","25","F"
"4490","Zeliha","1982","45","F"
"4491","Zeynep","1982","6","F"
"4492","Zübeyde","1982","77","F"
"4493","Çiğdem","1982","19","F"
"4494","Özlem","1982","5","F"
"4495","Öznur","1982","79","F"
"4496","İlknur","1982","48","F"
"4497","Şenay","1982","88","F"
"4498","Şengül","1982","95","F"
"4499","Şerife","1982","47","F"
"4500","Şükran","1982","60","F"
"4501","Arzu","1983","20","F"
"4502","Aslı","1983","56","F"
"4503","Asiye","1983","91","F"
"4504","Ayfer","1983","78","F"
"4505","Aynur","1983","38","F"
"4506","Aysel","1983","43","F"
"4507","Aysun","1983","57","F"
"4508","Ayten","1983","79","F"
"4509","Ayşe","1983","2","F"
"4510","Ayşegül","1983","29","F"
"4511","Bahar","1983","77","F"
"4512","Betül","1983","86","F"
"4513","Burcu","1983","32","F"
"4514","Canan","1983","39","F"
"4515","Cemile","1983","73","F"
"4516","Demet","1983","96","F"
"4517","Deniz","1983","69","F"
"4518","Derya","1983","10","F"
"4519","Duygu","1983","62","F"
"4520","Dilek","1983","8","F"
"4521","Ebru","1983","36","F"
"4522","Eda","1983","87","F"
"4523","Elif","1983","7","F"
"4524","Emel","1983","33","F"
"4525","Emine","1983","3","F"
"4526","Esma","1983","70","F"
"4527","Esra","1983","11","F"
"4528","Fadime","1983","40","F"
"4529","Fatma","1983","1","F"
"4530","Funda","1983","99","F"
"4531","Filiz","1983","16","F"
"4532","Gönül","1983","61","F"
"4533","Gülay","1983","44","F"
"4534","Gülcan","1983","53","F"
"4535","Güler","1983","88","F"
"4536","Gülsüm","1983","65","F"
"4537","Gülten","1983","100","F"
"4538","Gülşah","1983","76","F"
"4539","Gülşen","1983","71","F"
"4540","Hacer","1983","25","F"
"4541","Halime","1983","60","F"
"4542","Hanife","1983","55","F"
"4543","Hatice","1983","4","F"
"4544","Havva","1983","37","F"
"4545","Hülya","1983","17","F"
"4546","Hilal","1983","84","F"
"4547","Kadriye","1983","63","F"
"4548","Leyla","1983","21","F"
"4549","Medine","1983","85","F"
"4550","Mehtap","1983","58","F"
"4551","Melek","1983","26","F"
"4552","Meral","1983","52","F"
"4553","Meryem","1983","15","F"
"4554","Mine","1983","97","F"
"4555","Necla","1983","92","F"
"4556","Neslihan","1983","28","F"
"4557","Nesrin","1983","93","F"
"4558","Neşe","1983","90","F"
"4559","Nuray","1983","41","F"
"4560","Nurcan","1983","22","F"
"4561","Nurgül","1983","75","F"
"4562","Nurten","1983","98","F"
"4563","Nihal","1983","82","F"
"4564","Pınar","1983","13","F"
"4565","Rabia","1983","95","F"
"4566","Rukiye","1983","51","F"
"4567","Seda","1983","49","F"
"4568","Seher","1983","66","F"
"4569","Selda","1983","64","F"
"4570","Selma","1983","24","F"
"4571","Sema","1983","47","F"
"4572","Semra","1983","30","F"
"4573","Serap","1983","34","F"
"4574","Serpil","1983","31","F"
"4575","Sevda","1983","48","F"
"4576","Sevgi","1983","35","F"
"4577","Sevim","1983","59","F"
"4578","Songül","1983","12","F"
"4579","Sultan","1983","27","F"
"4580","Sibel","1983","18","F"
"4581","Sinem","1983","81","F"
"4582","Tuba","1983","50","F"
"4583","Tuğba","1983","14","F"
"4584","Tülay","1983","68","F"
"4585","Türkan","1983","89","F"
"4586","Yasemin","1983","9","F"
"4587","Yeliz","1983","54","F"
"4588","Yıldız","1983","72","F"
"4589","Zehra","1983","23","F"
"4590","Zeliha","1983","45","F"
"4591","Zeynep","1983","5","F"
"4592","Zübeyde","1983","83","F"
"4593","Çiğdem","1983","19","F"
"4594","Özge","1983","94","F"
"4595","Özlem","1983","6","F"
"4596","Öznur","1983","74","F"
"4597","İlknur","1983","42","F"
"4598","Şenay","1983","80","F"
"4599","Şerife","1983","46","F"
"4600","Şükran","1983","67","F"
"4601","Arzu","1984","20","F"
"4602","Aslı","1984","55","F"
"4603","Asiye","1984","90","F"
"4604","Ayfer","1984","83","F"
"4605","Aynur","1984","40","F"
"4606","Aysel","1984","43","F"
"4607","Aysun","1984","63","F"
"4608","Ayten","1984","75","F"
"4609","Ayşe","1984","2","F"
"4610","Ayşegül","1984","25","F"
"4611","Bahar","1984","62","F"
"4612","Betül","1984","77","F"
"4613","Burcu","1984","28","F"
"4614","Canan","1984","38","F"
"4615","Cemile","1984","78","F"
"4616","Demet","1984","94","F"
"4617","Deniz","1984","60","F"
"4618","Derya","1984","10","F"
"4619","Duygu","1984","54","F"
"4620","Dilek","1984","8","F"
"4621","Ebru","1984","34","F"
"4622","Eda","1984","82","F"
"4623","Elif","1984","7","F"
"4624","Emel","1984","32","F"
"4625","Emine","1984","3","F"
"4626","Esma","1984","66","F"
"4627","Esra","1984","11","F"
"4628","Fadime","1984","46","F"
"4629","Fatma","1984","1","F"
"4630","Funda","1984","89","F"
"4631","Filiz","1984","18","F"
"4632","Gamze","1984","91","F"
"4633","Gönül","1984","65","F"
"4634","Gülay","1984","51","F"
"4635","Gülcan","1984","56","F"
"4636","Güler","1984","99","F"
"4637","Gülsüm","1984","73","F"
"4638","Gülşah","1984","58","F"
"4639","Gülşen","1984","71","F"
"4640","Hacer","1984","30","F"
"4641","Halime","1984","53","F"
"4642","Hanife","1984","57","F"
"4643","Hatice","1984","4","F"
